Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","1995","1995","USD","19.817748","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","1996","1996","USD","21.808444","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","1997","1997","USD","22.645614","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","1998","1998","USD","22.245211","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","1999","1999","USD","26.122903","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2000","2000","USD","25.386896","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2001","2001","USD","20.951111","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2002","2002","USD","19.736897","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2003","2003","USD","18.540238","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2004","2004","USD","18.887352","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2005","2005","USD","19.588637","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2006","2006","USD","24.222472","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2007","2007","USD","25.477393","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2008","2008","USD","36.987356","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2009","2009","USD","33.160388","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2010","2010","USD","35.51943","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2011","2011","USD","37.270742","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2012","2012","USD","38.654104","Fc","Calculated data"
"QV","Value of Agricultural Production","19","Bolivia (Plurinational State of)","57","Gross Production Value (current million US$)","656","Coffee, green","2013","2013","USD","41.257134","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","1991","1991","USD","487.533736","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","1992","1992","USD","390.716031","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","1993","1993","USD","533.124619","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","1994","1994","USD","1648.165117","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","1995","1995","USD","1042.981019","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","1996","1996","USD","1276.426875","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","1997","1997","USD","1536.222937","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","1998","1998","USD","1831.272647","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","1999","1999","USD","1183.001556","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2000","2000","USD","1288.170969","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2001","2001","USD","696.191035","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2002","2002","USD","808.983063","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2003","2003","USD","855.530248","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2004","2004","USD","1256.659952","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2005","2005","USD","1627.111813","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2006","2006","USD","2074.118882","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2007","2007","USD","2657.611444","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2008","2008","USD","4371.021429","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2009","2009","USD","4644.51049","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2010","2010","USD","7187.406184","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2011","2011","USD","10855.194229","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2012","2012","USD","9209.750164","Fc","Calculated data"
"QV","Value of Agricultural Production","21","Brazil","57","Gross Production Value (current million US$)","656","Coffee, green","2013","2013","USD","6897.724447","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","1991","1991","USD","82.441943","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","1992","1992","USD","78.163006","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","1993","1993","USD","42.614507","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","1994","1994","USD","73.544155","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","1995","1995","USD","61.297859","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","1996","1996","USD","64.358677","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","1997","1997","USD","48.082114","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","1998","1998","USD","38.766675","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","1999","1999","USD","46.339217","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2000","2000","USD","94.02226","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2001","2001","USD","73.710855","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2002","2002","USD","612.460906","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2003","2003","USD","31.096753","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2004","2004","USD","239.637215","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2005","2005","USD","59.499626","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2006","2006","USD","287.315909","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2007","2007","USD","5.90903","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2008","2008","USD","21.184907","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2009","2009","USD","5.003418","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2010","2010","USD","21.928122","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2011","2011","USD","16.303889","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2012","2012","USD","11.503733","Fc","Calculated data"
"QV","Value of Agricultural Production","29","Burundi","57","Gross Production Value (current million US$)","656","Coffee, green","2013","2013","USD","6.76528","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","1991","1991","USD","0.490312","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","1992","1992","USD","0.320359","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","1993","1993","USD","0.411582","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","1994","1994","USD","0.441046","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","1995","1995","USD","0.537776","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","1996","1996","USD","0.688812","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","1997","1997","USD","0.936105","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","1998","1998","USD","1.136946","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","1999","1999","USD","1.16754","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2000","2000","USD","1.06503","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2001","2001","USD","1.049175","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2002","2002","USD","1.051052","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2003","2003","USD","1.062504","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2004","2004","USD","1.133218","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2005","2005","USD","1.220595","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2006","2006","USD","1.225757","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2007","2007","USD","1.477534","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2008","2008","USD","1.905663","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2009","2009","USD","1.929499","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2010","2010","USD","2.073671","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2011","2011","USD","2.330474","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2012","2012","USD","2.397785","Fc","Calculated data"
"QV","Value of Agricultural Production","115","Cambodia","57","Gross Production Value (current million US$)","656","Coffee, green","2013","2013","USD","2.437633","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","1991","1991","USD","67.308525","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","1992","1992","USD","35.985248","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","1993","1993","USD","30.202172","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","1994","1994","USD","53.128513","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","1995","1995","USD","66.713623","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","1996","1996","USD","91.592664","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","1997","1997","USD","46.310465","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","1998","1998","USD","81.067813","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","1999","1999","USD","67.646676","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2000","2000","USD","42.375008","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2001","2001","USD","33.37225","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2002","2002","USD","22.229419","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2003","2003","USD","37.114643","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2004","2004","USD","48.40885","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2005","2005","USD","45.784756","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2006","2006","USD","36.815957","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2007","2007","USD","39.389001","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2008","2008","USD","44.049746","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2009","2009","USD","42.974312","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2010","2010","USD","61.281229","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2011","2011","USD","27.847284","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2012","2012","USD","35.614734","Fc","Calculated data"
"QV","Value of Agricultural Production","32","Cameroon","57","Gross Production Value (current million US$)","656","Coffee, green","2013","2013","USD","42.933116","Fc","Calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","1991","1991","USD","2.892893","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","1992","1992","USD","3.413707","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","1993","1993","USD","3.824394","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","1994","1994","USD","2.311909","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","1995","1995","USD","2.825014","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","1996","1996","USD","2.742968","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","1997","1997","USD","2.955872","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","1998","1998","USD","5.166513","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","1999","1999","USD","7.025451","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2000","2000","USD","9.323145","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2001","2001","USD","14.572844","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2002","2002","USD","17.046712","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2003","2003","USD","20.778338","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2004","2004","USD","24.847189","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2005","2005","USD","30.91995","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2006","2006","USD","43.834144","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2007","2007","USD","53.61483","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2008","2008","USD","85.015216","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2009","2009","USD","204.223489","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2010","2010","USD","160.283214","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2011","2011","USD","239.316081","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2012","2012","USD","357.327166","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","351","China","57","Gross Production Value (current million US$)","656","Coffee, green","2013","2013","USD","307.349592","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","1991","1991","USD","2.892893","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","1992","1992","USD","3.413707","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","1993","1993","USD","3.824394","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","1994","1994","USD","2.311909","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","1995","1995","USD","2.825014","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","1996","1996","USD","2.742968","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","1997","1997","USD","2.955872","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","1998","1998","USD","5.166513","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","1999","1999","USD","7.025451","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2000","2000","USD","9.323145","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2001","2001","USD","14.572844","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2002","2002","USD","17.046712","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2003","2003","USD","20.778338","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2004","2004","USD","24.847189","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2005","2005","USD","30.91995","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2006","2006","USD","43.834144","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2007","2007","USD","53.61483","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2008","2008","USD","85.015216","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2009","2009","USD","204.223489","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2010","2010","USD","160.283214","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2011","2011","USD","239.316081","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2012","2012","USD","357.327166","Fc","Calculated data"
"QV","Value of Agricultural Production","41","China, mainland","57","Gross Production Value (current million US$)","656","Coffee, green","2013","2013","USD","307.349592","Fc","Calculated data"
"QV","Value of Agricultural Production","44","Colombia","57","Gross Production Value (current million US$)","656","Coffee, green","1991","1991","USD","1170.313022","Fc","Calculated data"
"QV","Value of Agricultural Production","44","Colombia","57","Gross Production Value (current million US$)","656","Coffee, green","1992","1992","USD","1080.502896","Fc","Calculated data"
"QV","Value of Agricultural Production","44","Colombia","57","Gross Production Value (current million US$)","656","Coffee, green","1993","1993","USD","738.803922","Fc","Calculated data"
