Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","316.35","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","327.25","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","338.14","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","349.03","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","359.92","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","370.82","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","381.71","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","392.6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","403.49","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","582.93","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","574.62","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","353.05","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","3","Albania","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","441.53","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","4684.13","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","6035.05","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","2816.84","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","2650.67","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","2999.28","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","5196.29","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","1131.55","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","762.82","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","439.62","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","1168.83","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","1673.1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","2177.37","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","2681.64","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","3185.91","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","3690.18","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","2726.44","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","2419.85","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","3478.36","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","5635.95","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","3084.25","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","1785.42","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","7528.05","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","8896.01","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","4","Algeria","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","8185.41","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","64","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","81.67","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","25.33","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","169","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","25.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","336","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","7","Angola","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","7.52","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","39.26","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","31.5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","8","Antigua and Barbuda","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","28.3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","26156","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","26156","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","26156","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","26156","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","30195","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","37842","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","54595","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","77691","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","62397","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","73152.15","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","83907.29","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","94662.44","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","105417.59","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","116172.73","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","126927.88","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","137683.03","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","148438.17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","185617.65","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","202151.41","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","138831.47","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","234430.38","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","219255.93","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","215405.95","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","9","Argentina","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","211555.98","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","23.9","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","32","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","41.46","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","50.92","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","60.38","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","69.85","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","79.31","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","88.77","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","98.23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","204.77","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","220.51","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","227.55","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","241.71","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","218.2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","198.36","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","278.72","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","278.72","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","tonnes","278.72","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","1","Armenia","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","tonnes","278.72","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","17866","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","17866","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","22234","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","23899","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","21057","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","25598","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","31185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","34091","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","37215","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","34200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","33475","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","32710","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","26651","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","32418","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","36276","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","34310","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","35900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","tonnes","32446.24","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","tonnes","42935.38","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","tonnes","38065.69","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","tonnes","42169.39","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","10","Australia","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","tonnes","47632.98","A","Aggregate, may include official, semi-official, estimated or calculated data"
